,G_x,AB,R,H,2B,3B,HR,RBI,SB_x,CS_x,BB,SO,IBB,HBP,SH,SF,GIDP,stint,G_y,GS,InnOuts,PO,A,E,DP,PB,SB_y,CS_y,salary,MinSalaries,adjSalary,adjMinSalaries,adjSalary2,Bavg,Slug,OBP,FPct,yearID,playerID,Primary
10512,152,595,99,187,19,6,6,39.0,21.0,19.0,63,60.0,0.0,2.0,15.0,1.0,7.0,1.0,152.0,151.0,3937.0,286.0,433.0,10.0,99.0,0.0,0.0,0.0,4850000.0,300000.0,6460199.999999999,399599.99999999994,6460199.999999999,0.3142857142857143,0.39663865546218485,0.3812405446293495,0.9862825788751715,2003,castilu01,2B
10513,147,542,65,150,28,3,22,76.0,1.0,2.0,26,86.0,3.0,3.0,1.0,6.0,22.0,1.0,147.0,144.0,3799.0,98.0,307.0,19.0,28.0,0.0,0.0,0.0,5000000.0,300000.0,6659999.999999999,399599.99999999994,6659999.999999999,0.2767527675276753,0.4612546125461255,0.31022530329289427,0.9551886792452831,2003,castivi02,3B
10516,133,489,83,146,34,6,13,59.0,2.0,2.0,35,62.0,1.0,6.0,2.0,3.0,9.0,2.0,105.0,97.0,2470.0,166.0,7.0,3.0,3.0,0.0,0.0,0.0,2200000.0,300000.0,2930399.9999999995,399599.99999999994,2930399.9999999995,0.2985685071574642,0.4723926380368098,0.350844277673546,0.9829545454545454,2003,catalfr01,OF
10517,148,484,70,129,25,4,7,37.0,14.0,9.0,38,86.0,3.0,1.0,2.0,2.0,8.0,1.0,128.0,115.0,2803.0,231.0,5.0,3.0,0.0,0.0,0.0,0.0,4875000.0,300000.0,6493499.999999999,399599.99999999994,6493499.999999999,0.2665289256198347,0.378099173553719,0.32,0.9874476987447699,2003,cedenro01,OF
10522,156,588,94,166,39,5,29,101.0,8.0,3.0,62,89.0,10.0,1.0,0.0,3.0,14.0,1.0,154.0,153.0,4000.0,125.0,343.0,14.0,33.0,0.0,0.0,0.0,3675000.0,300000.0,4895099.999999999,399599.99999999994,4895099.999999999,0.282312925170068,0.5136054421768708,0.35015290519877673,0.970954356846473,2003,chaveer01,3B
10528,87,258,24,53,11,0,2,23.0,1.0,1.0,24,32.0,1.0,5.0,4.0,2.0,6.0,2.0,86.0,76.0,2024.0,67.0,108.0,4.0,8.0,0.0,0.0,0.0,6725000.0,300000.0,8957699.999999998,399599.99999999994,8957699.999999998,0.2054263565891473,0.2713178294573643,0.2837370242214533,0.9776536312849162,2003,cirilje01,3B
10536,149,577,88,163,36,3,20,95.0,5.0,0.0,50,70.0,5.0,5.0,1.0,13.0,16.0,5.0,152.0,149.0,3911.0,1112.0,87.0,9.0,109.0,0.0,0.0,0.0,4250000.0,300000.0,5660999.999999999,399599.99999999994,5660999.999999999,0.2824956672443674,0.4592720970537262,0.33798449612403103,0.9925496688741722,2003,coninje01,1B
10541,9,30,5,7,1,0,1,4.0,1.0,0.0,8,5.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,105.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,3100000.0,300000.0,4129199.9999999995,399599.99999999994,4129199.9999999995,0.23333333333333334,0.36666666666666664,0.41025641025641024,1.0,2003,cordoma01,OF
10543,89,303,40,71,6,3,3,21.0,11.0,4.0,41,32.0,0.0,2.0,3.0,2.0,4.0,4.0,95.0,74.0,2005.0,67.0,193.0,3.0,24.0,0.0,0.0,0.0,2516667.0,300000.0,3352200.4439999997,399599.99999999994,3352200.4439999997,0.23432343234323433,0.30363036303630364,0.3275862068965517,0.9885931558935361,2003,counscr01,3B
10552,158,539,90,135,26,1,20,68.0,5.0,8.0,102,121.0,6.0,0.0,2.0,7.0,14.0,1.0,158.0,152.0,4038.0,340.0,18.0,2.0,7.0,0.0,0.0,0.0,2500000.0,300000.0,3329999.9999999995,399599.99999999994,3329999.9999999995,0.2504638218923933,0.4137291280148423,0.36574074074074076,0.9944444444444445,2003,cruzjo02,OF
10555,145,608,103,166,32,6,12,67.0,30.0,6.0,68,74.0,4.0,2.0,6.0,6.0,5.0,1.0,144.0,141.0,3795.0,362.0,7.0,1.0,2.0,0.0,0.0,0.0,7500000.0,300000.0,9989999.999999998,399599.99999999994,9989999.999999998,0.2730263157894737,0.40460526315789475,0.34502923976608185,0.9972972972972973,2003,damonjo01,OF
10562,161,570,117,172,38,1,42,145.0,0.0,0.0,109,137.0,23.0,19.0,0.0,7.0,9.0,1.0,147.0,147.0,3834.0,1355.0,103.0,10.0,137.0,0.0,0.0,0.0,18700000.0,300000.0,24908399.999999996,399599.99999999994,24908399.999999996,0.3017543859649123,0.5929824561403508,0.425531914893617,0.9931880108991825,2003,delgaca01,1B
10567,101,334,30,86,14,1,4,35.0,3.0,1.0,9,32.0,0.0,10.0,4.0,4.0,12.0,1.0,101.0,95.0,2526.0,650.0,50.0,8.0,9.0,4.0,49.0,23.0,1837500.0,300000.0,2447549.9999999995,399599.99999999994,2447549.9999999995,0.25748502994011974,0.3413173652694611,0.29411764705882354,0.9887005649717514,2003,diazei01,C
10570,100,287,60,83,13,3,15,42.0,2.0,2.0,36,48.0,0.0,3.0,2.0,0.0,6.0,1.0,75.0,70.0,1761.0,154.0,7.0,1.0,1.0,0.0,0.0,0.0,3700000.0,300000.0,4928399.999999999,399599.99999999994,4928399.999999999,0.289198606271777,0.5121951219512195,0.37423312883435583,0.9938271604938271,2003,drewjd01,OF
10574,110,410,61,117,30,5,8,33.0,7.0,7.0,50,82.0,2.0,3.0,4.0,2.0,4.0,1.0,105.0,101.0,2603.0,185.0,309.0,5.0,66.0,0.0,0.0,0.0,5200000.0,300000.0,6926399.999999999,399599.99999999994,6926399.999999999,0.28536585365853656,0.44146341463414634,0.3655913978494624,0.9899799599198397,2003,durhara01,2B
10576,65,221,28,38,6,0,4,20.0,1.0,0.0,25,42.0,2.0,3.0,0.0,4.0,11.0,1.0,61.0,60.0,1552.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,11666667.0,300000.0,15540000.443999998,399599.99999999994,15540000.443999998,0.17194570135746606,0.25339366515837103,0.2608695652173913,1.0,2003,dyeje01,OF
10579,137,447,89,123,32,2,39,89.0,1.0,3.0,77,127.0,6.0,4.0,1.0,2.0,11.0,1.0,129.0,118.0,3070.0,335.0,12.0,5.0,5.0,0.0,0.0,0.0,8333333.0,300000.0,11099999.555999998,399599.99999999994,11099999.555999998,0.2751677852348993,0.6174496644295302,0.3849056603773585,0.9857954545454546,2003,edmonji01,OF
10583,156,601,80,162,37,6,19,94.0,19.0,8.0,37,82.0,0.0,4.0,5.0,6.0,17.0,1.0,155.0,155.0,4066.0,329.0,7.0,0.0,3.0,0.0,0.0,0.0,3450000.0,300000.0,4595399.999999999,399599.99999999994,4595399.999999999,0.26955074875207985,0.4459234608985025,0.3132716049382716,1.0,2003,encarju01,OF
10585,67,258,35,65,7,1,4,17.0,9.0,1.0,18,40.0,1.0,4.0,2.0,2.0,8.0,1.0,66.0,66.0,1678.0,190.0,2.0,0.0,1.0,0.0,0.0,0.0,7250000.0,300000.0,9656999.999999998,399599.99999999994,9656999.999999998,0.25193798449612403,0.3333333333333333,0.30851063829787234,1.0,2003,erstada01,OF
10591,147,526,93,151,27,3,28,92.0,8.0,4.0,53,84.0,6.0,15.0,4.0,4.0,7.0,3.0,140.0,132.0,3329.0,282.0,9.0,4.0,2.0,0.0,0.0,0.0,9150000.0,300000.0,12187799.999999998,399599.99999999994,12187799.999999998,0.2870722433460076,0.5095057034220533,0.36622073578595316,0.9864406779661017,2003,evereca01,OF
10596,147,516,82,148,24,10,22,70.0,15.0,8.0,57,94.0,4.0,6.0,0.0,3.0,6.0,1.0,140.0,130.0,3505.0,258.0,9.0,5.0,2.0,0.0,0.0,0.0,4250000.0,300000.0,5660999.999999999,399599.99999999994,5660999.999999999,0.2868217054263566,0.5,0.36254295532646047,0.9816176470588235,2003,finlest01,OF
10598,108,365,57,106,25,2,18,68.0,3.0,0.0,51,66.0,2.0,3.0,0.0,6.0,10.0,1.0,95.0,94.0,2186.0,159.0,8.0,5.0,4.0,0.0,0.0,0.0,6500000.0,300000.0,8657999.999999998,399599.99999999994,8657999.999999998,0.29041095890410956,0.5178082191780822,0.3764705882352941,0.9709302325581395,2003,floydcl01,OF
10600,108,348,28,95,12,2,6,31.0,2.0,3.0,19,44.0,1.0,1.0,6.0,2.0,10.0,1.0,107.0,100.0,2654.0,624.0,41.0,3.0,5.0,6.0,70.0,20.0,3500000.0,300000.0,4661999.999999999,399599.99999999994,4661999.999999999,0.27298850574712646,0.3706896551724138,0.3108108108108108,0.9955089820359282,2003,fordybr01,C
10606,156,664,130,194,35,10,15,61.0,25.0,2.0,60,76.0,2.0,3.0,3.0,4.0,1.0,1.0,155.0,154.0,4050.0,237.0,481.0,31.0,108.0,0.0,0.0,0.0,2200000.0,300000.0,2930399.9999999995,399599.99999999994,2930399.9999999995,0.2921686746987952,0.4427710843373494,0.35157318741450067,0.9586114819759679,2003,furcara01,SS
10612,156,658,120,198,37,13,28,105.0,19.0,5.0,39,61.0,1.0,11.0,1.0,10.0,10.0,1.0,156.0,155.0,4094.0,216.0,456.0,20.0,83.0,0.0,0.0,0.0,11000000.0,300000.0,14651999.999999998,399599.99999999994,14651999.999999998,0.3009118541033435,0.5243161094224924,0.34540389972144847,0.9710982658959537,2003,garcino01,SS
10615,156,535,97,134,25,0,41,107.0,2.0,1.0,129,140.0,9.0,21.0,0.0,5.0,9.0,1.0,85.0,85.0,2228.0,748.0,19.0,4.0,63.0,0.0,0.0,0.0,11428571.0,300000.0,15222856.571999999,399599.99999999994,15222856.571999999,0.2504672897196262,0.5271028037383177,0.4115942028985507,0.9948119325551232,2003,giambja01,1B
10616,50,127,15,25,5,0,5,15.0,1.0,0.0,26,42.0,0.0,2.0,1.0,0.0,3.0,1.0,11.0,7.0,195.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,2000000.0,300000.0,2663999.9999999995,399599.99999999994,2663999.9999999995,0.1968503937007874,0.3543307086614173,0.3419354838709677,0.9444444444444444,2003,giambje01,OF
10619,134,492,93,147,34,6,20,88.0,4.0,3.0,105,58.0,12.0,8.0,0.0,4.0,12.0,3.0,134.0,134.0,3555.0,288.0,6.0,4.0,0.0,0.0,0.0,0.0,8833333.0,300000.0,11765999.555999998,399599.99999999994,11765999.555999998,0.29878048780487804,0.5142276422764228,0.4269293924466338,0.9865771812080537,2003,gilesbr02,OF
10626,91,319,53,79,17,2,16,50.0,7.0,2.0,46,73.0,4.0,1.0,0.0,1.0,8.0,1.0,87.0,86.0,2197.0,56.0,136.0,16.0,11.0,0.0,0.0,0.0,7250000.0,300000.0,9656999.999999998,399599.99999999994,9656999.999999998,0.2476489028213166,0.46394984326018807,0.34332425068119893,0.9230769230769231,2003,glaustr01,3B
10630,152,536,71,122,37,0,20,59.0,3.0,3.0,47,123.0,1.0,6.0,8.0,4.0,17.0,1.0,150.0,141.0,3712.0,193.0,422.0,10.0,95.0,0.0,0.0,0.0,5750000.0,300000.0,7658999.999999999,399599.99999999994,7658999.999999999,0.22761194029850745,0.4085820895522388,0.2951096121416526,0.984,2003,gonzaal01,SS
10631,150,528,52,135,33,6,18,77.0,0.0,4.0,33,106.0,13.0,13.0,3.0,5.0,8.0,1.0,150.0,150.0,3947.0,237.0,426.0,16.0,109.0,0.0,0.0,0.0,1700000.0,300000.0,2264399.9999999995,399599.99999999994,2264399.9999999995,0.2556818181818182,0.4431818181818182,0.3126079447322971,0.9764359351988218,2003,gonzaal02,SS
10632,82,327,49,96,17,1,24,70.0,1.0,1.0,14,73.0,1.0,4.0,0.0,1.0,10.0,1.0,57.0,57.0,1413.0,98.0,10.0,0.0,2.0,0.0,0.0,0.0,13000000.0,300000.0,17315999.999999996,399599.99999999994,17315999.999999996,0.29357798165137616,0.5718654434250765,0.32947976878612717,1.0,2003,gonzaju03,OF
10633,156,579,92,176,46,4,26,104.0,5.0,3.0,94,67.0,17.0,3.0,0.0,3.0,19.0,1.0,154.0,154.0,4078.0,249.0,9.0,3.0,1.0,0.0,0.0,0.0,4000000.0,300000.0,5327999.999999999,399599.99999999994,5327999.999999999,0.30397236614853196,0.531951640759931,0.4020618556701031,0.9885057471264368,2003,gonzalu01,OF
10638,66,135,13,27,5,0,3,16.0,0.0,0.0,16,15.0,2.0,0.0,1.0,3.0,6.0,1.0,39.0,28.0,804.0,258.0,19.0,2.0,24.0,0.0,0.0,0.0,1750000.0,300000.0,2330999.9999999995,399599.99999999994,2330999.9999999995,0.2,0.3037037037037037,0.2792207792207792,0.992831541218638,2003,gracema01,1B
10641,160,611,84,171,49,2,19,85.0,6.0,2.0,68,112.0,2.0,6.0,0.0,6.0,18.0,1.0,157.0,157.0,4193.0,261.0,9.0,5.0,1.0,0.0,0.0,0.0,15666667.0,300000.0,20868000.444,399599.99999999994,20868000.444,0.27986906710310966,0.45990180032733224,0.3545586107091172,0.9818181818181818,2003,greensh01,OF
10644,55,165,28,38,7,0,4,17.0,0.0,0.0,32,41.0,1.0,6.0,0.0,2.0,3.0,1.0,10.0,10.0,255.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,5500000.0,300000.0,7325999.999999999,399599.99999999994,7325999.999999999,0.23030303030303031,0.34545454545454546,0.37073170731707317,0.9473684210526315,2003,grievbe01,OF
10645,53,166,34,41,12,1,13,26.0,1.0,0.0,27,44.0,5.0,6.0,1.0,1.0,3.0,1.0,43.0,43.0,1067.0,89.0,3.0,1.0,0.0,0.0,0.0,0.0,12500000.0,300000.0,16649999.999999998,399599.99999999994,16649999.999999998,0.2469879518072289,0.5662650602409639,0.37,0.989247311827957,2003,griffke02,OF
10646,149,587,82,176,33,3,20,79.0,11.0,3.0,20,82.0,0.0,2.0,3.0,6.0,14.0,1.0,148.0,141.0,3710.0,343.0,3.0,8.0,1.0,0.0,0.0,0.0,1875000.0,300000.0,2497499.9999999995,399599.99999999994,2497499.9999999995,0.29982964224872233,0.4684838160136286,0.32195121951219513,0.9774011299435028,2003,grissma02,OF
10647,121,481,73,151,38,1,3,38.0,6.0,2.0,30,64.0,0.0,11.0,7.0,2.0,12.0,1.0,121.0,115.0,3035.0,231.0,331.0,8.0,94.0,0.0,0.0,0.0,5500000.0,300000.0,7325999.999999999,399599.99999999994,7325999.999999999,0.31392931392931395,0.4158004158004158,0.366412213740458,0.9859649122807017,2003,grudzma01,2B
10648,112,394,71,130,20,3,25,79.0,9.0,5.0,63,53.0,22.0,6.0,0.0,4.0,18.0,1.0,112.0,112.0,2849.0,217.0,10.0,7.0,1.0,0.0,0.0,0.0,11500000.0,300000.0,15317999.999999998,399599.99999999994,15317999.999999998,0.3299492385786802,0.5862944162436549,0.4261241970021413,0.9700854700854701,2003,guerrvl01,OF
10650,109,388,63,107,19,3,7,52.0,4.0,4.0,52,64.0,2.0,1.0,5.0,5.0,12.0,2.0,108.0,102.0,2702.0,160.0,207.0,14.0,59.0,0.0,0.0,0.0,2500000.0,300000.0,3329999.9999999995,399599.99999999994,3329999.9999999995,0.2757731958762887,0.3943298969072165,0.35874439461883406,0.963254593175853,2003,guillca01,SS
10652,16,50,2,13,3,0,0,3.0,0.0,0.0,3,5.0,0.0,1.0,1.0,1.0,1.0,2.0,16.0,14.0,372.0,18.0,31.0,3.0,4.0,0.0,0.0,0.0,3916667.0,300000.0,5217000.443999999,399599.99999999994,5217000.443999999,0.26,0.32,0.3090909090909091,0.9423076923076923,2003,gutieri01,SS
10653,143,534,78,143,15,14,3,53.0,18.0,9.0,30,79.0,0.0,5.0,12.0,4.0,4.0,1.0,141.0,137.0,3697.0,195.0,352.0,11.0,67.0,0.0,0.0,0.0,2525000.0,300000.0,3363299.9999999995,399599.99999999994,3363299.9999999995,0.26779026217228463,0.3651685393258427,0.3106457242582897,0.9802867383512545,2003,guzmacr01,SS
10659,114,360,33,78,5,2,12,30.0,2.0,3.0,27,77.0,0.0,0.0,3.0,3.0,11.0,5.0,115.0,89.0,2454.0,193.0,238.0,9.0,51.0,0.0,0.0,0.0,2150000.0,300000.0,2863799.9999999995,399599.99999999994,2863799.9999999995,0.21666666666666667,0.3416666666666667,0.2692307692307692,0.9795454545454545,2003,haltesh01,3B
10660,46,132,22,32,12,0,4,13.0,1.0,0.0,16,28.0,0.0,1.0,0.0,0.0,3.0,3.0,40.0,34.0,877.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,8200000.0,300000.0,10922399.999999998,399599.99999999994,10922399.999999998,0.24242424242424243,0.42424242424242425,0.3288590604026846,1.0,2003,hammoje01,OF
10668,147,541,63,137,34,0,12,61.0,0.0,1.0,66,53.0,0.0,9.0,3.0,3.0,14.0,1.0,128.0,126.0,3334.0,1177.0,81.0,10.0,101.0,0.0,0.0,0.0,1750000.0,300000.0,2330999.9999999995,399599.99999999994,2330999.9999999995,0.2532347504621072,0.3826247689463956,0.34248788368336025,0.9921135646687698,2003,hattesc01,1B
10670,160,583,135,209,49,5,33,117.0,0.0,4.0,111,72.0,21.0,2.0,0.0,7.0,19.0,1.0,159.0,159.0,4107.0,1418.0,156.0,11.0,149.0,0.0,0.0,0.0,10600000.0,300000.0,14119199.999999998,399599.99999999994,14119199.999999998,0.3584905660377358,0.6295025728987993,0.45803698435277385,0.9930599369085173,2003,heltoto01,1B
10676,140,483,70,132,24,1,21,78.0,0.0,0.0,33,79.0,2.0,12.0,2.0,6.0,14.0,1.0,139.0,133.0,3518.0,864.0,53.0,8.0,10.0,8.0,73.0,36.0,1887500.0,300000.0,2514149.9999999995,399599.99999999994,2514149.9999999995,0.2732919254658385,0.4575569358178054,0.33146067415730335,0.9913513513513513,2003,hernara02,C
10678,141,514,91,159,43,4,28,88.0,9.0,7.0,58,104.0,8.0,8.0,0.0,5.0,10.0,1.0,137.0,136.0,3600.0,277.0,22.0,4.0,5.0,0.0,0.0,0.0,8500000.0,300000.0,11321999.999999998,399599.99999999994,11321999.999999998,0.3093385214007782,0.5719844357976653,0.38461538461538464,0.9867986798679867,2003,hidalri01,OF
10679,130,469,61,110,13,4,14,52.0,8.0,8.0,59,73.0,3.0,3.0,1.0,6.0,12.0,1.0,118.0,116.0,3014.0,249.0,4.0,5.0,0.0,0.0,0.0,0.0,11850000.0,300000.0,15784199.999999998,399599.99999999994,15784199.999999998,0.2345415778251599,0.36886993603411516,0.3202979515828678,0.9806201550387597,2003,higgibo02,OF
10694,21,33,2,6,1,0,2,11.0,0.0,1.0,8,13.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,7.0,191.0,49.0,3.0,1.0,0.0,0.0,5.0,2.0,6500000.0,300000.0,8657999.999999998,399599.99999999994,8657999.999999998,0.18181818181818182,0.3939393939393939,0.34146341463414637,0.9811320754716981,2003,hundlto01,C
10696,154,581,83,145,31,4,26,102.0,6.0,7.0,50,106.0,7.0,5.0,0.0,6.0,15.0,1.0,151.0,149.0,3898.0,425.0,5.0,4.0,1.0,0.0,0.0,0.0,4750000.0,300000.0,6326999.999999999,399599.99999999994,6326999.999999999,0.2495697074010327,0.4509466437177281,0.3115264797507788,0.9907834101382489,2003,hunteto01,OF
10698,157,608,95,179,33,5,18,90.0,8.0,4.0,49,81.0,5.0,3.0,1.0,10.0,10.0,2.0,153.0,142.0,3750.0,407.0,28.0,4.0,17.0,0.0,0.0,0.0,3000000.0,300000.0,3995999.9999999995,399599.99999999994,3995999.9999999995,0.2944078947368421,0.45394736842105265,0.3447761194029851,0.9908883826879271,2003,ibanera01,OF
10703,124,487,81,144,30,2,28,95.0,0.0,0.0,58,120.0,10.0,6.0,0.0,3.0,12.0,1.0,123.0,122.0,3265.0,222.0,11.0,0.0,1.0,0.0,0.0,0.0,5187500.0,300000.0,6909749.999999999,399599.99999999994,6909749.999999999,0.29568788501026694,0.5379876796714579,0.37545126353790614,1.0,2003,jenkige01,OF
10704,119,482,87,156,25,3,10,52.0,11.0,5.0,43,88.0,2.0,13.0,3.0,1.0,10.0,1.0,118.0,118.0,3101.0,159.0,271.0,14.0,51.0,0.0,0.0,0.0,15600000.0,300000.0,20779199.999999996,399599.99999999994,20779199.999999996,0.3236514522821577,0.45020746887966806,0.39332096474953615,0.9684684684684685,2003,jeterde01,SS
10706,108,356,49,82,20,0,20,61.0,1.0,3.0,49,84.0,2.0,1.0,1.0,7.0,8.0,1.0,107.0,103.0,2693.0,561.0,34.0,4.0,5.0,6.0,36.0,26.0,7000000.0,300000.0,9323999.999999998,399599.99999999994,9323999.999999998,0.2303370786516854,0.4550561797752809,0.3196125907990315,0.993322203672788,2003,johnsch04,C
10712,156,595,101,165,28,2,36,116.0,4.0,3.0,53,125.0,2.0,5.0,0.0,6.0,18.0,1.0,155.0,153.0,3987.0,390.0,8.0,3.0,1.0,0.0,0.0,0.0,12000000.0,300000.0,15983999.999999998,399599.99999999994,15983999.999999998,0.2773109243697479,0.5126050420168067,0.33839150227617604,0.9925187032418953,2003,jonesan01,OF
10713,153,555,103,169,33,2,27,106.0,2.0,2.0,94,83.0,13.0,1.0,0.0,6.0,10.0,1.0,149.0,149.0,3847.0,202.0,9.0,7.0,2.0,0.0,0.0,0.0,13333333.0,300000.0,17759999.555999998,399599.99999999994,17759999.555999998,0.3045045045045045,0.5171171171171172,0.4024390243902439,0.9678899082568807,2003,jonesch06,OF
10714,136,517,76,157,33,1,16,69.0,13.0,1.0,21,105.0,2.0,4.0,1.0,5.0,10.0,1.0,101.0,97.0,2506.0,211.0,2.0,5.0,0.0,0.0,0.0,0.0,2750000.0,300000.0,3662999.9999999995,399599.99999999994,3662999.9999999995,0.3036750483558994,0.46421663442940037,0.3327239488117002,0.9770642201834863,2003,jonesja04,OF
10716,66,224,28,67,9,0,6,28.0,1.0,1.0,23,30.0,3.0,4.0,0.0,2.0,3.0,1.0,62.0,59.0,1565.0,98.0,2.0,1.0,0.0,0.0,0.0,0.0,9600000.0,300000.0,12787199.999999998,399599.99999999994,12787199.999999998,0.29910714285714285,0.41964285714285715,0.3715415019762846,0.9900990099009901,2003,jordabr01,OF
10718,107,225,39,61,13,1,4,27.0,6.0,2.0,22,41.0,1.0,0.0,0.0,0.0,8.0,5.0,91.0,53.0,1600.0,109.0,8.0,7.0,2.0,0.0,0.0,0.0,3425000.0,300000.0,4562099.999999999,399599.99999999994,4562099.999999999,0.27111111111111114,0.39111111111111113,0.3360323886639676,0.9435483870967742,2003,kaplega01,OF
10719,114,336,37,96,16,1,12,40.0,1.0,1.0,28,46.0,1.0,0.0,0.0,1.0,14.0,1.0,97.0,84.0,2192.0,675.0,47.0,6.0,80.0,0.0,0.0,0.0,8375000.0,300000.0,11155499.999999998,399599.99999999994,11155499.999999998,0.2857142857142857,0.44642857142857145,0.33972602739726027,0.9917582417582418,2003,karroer01,1B
10723,150,587,84,191,29,3,6,58.0,8.0,7.0,49,40.0,3.0,25.0,1.0,3.0,9.0,1.0,146.0,145.0,3835.0,841.0,48.0,10.0,3.0,9.0,63.0,23.0,8571429.0,300000.0,11417143.428,399599.99999999994,11417143.428,0.32538330494037476,0.41567291311754684,0.3990963855421687,0.9888765294771968,2003,kendaja01,C
10724,143,449,71,121,17,1,13,49.0,22.0,9.0,45,73.0,4.0,9.0,2.0,5.0,7.0,1.0,140.0,125.0,3359.0,235.0,371.0,6.0,78.0,0.0,0.0,0.0,2270000.0,300000.0,3023639.9999999995,399599.99999999994,3023639.9999999995,0.26948775055679286,0.3986636971046771,0.34448818897637795,0.9901960784313726,2003,kennead01,2B
10725,130,505,77,150,39,1,22,93.0,6.0,2.0,39,85.0,2.0,5.0,0.0,3.0,13.0,1.0,128.0,127.0,3339.0,278.0,354.0,11.0,83.0,0.0,0.0,0.0,7500000.0,300000.0,9989999.999999998,399599.99999999994,9989999.999999998,0.297029702970297,0.5089108910891089,0.35144927536231885,0.9828926905132193,2003,kentje01,2B
10730,121,397,47,100,18,0,21,67.0,2.0,5.0,65,83.0,5.0,3.0,0.0,9.0,11.0,1.0,111.0,103.0,2724.0,849.0,84.0,6.0,67.0,0.0,0.0,0.0,5500000.0,300000.0,7325999.999999999,399599.99999999994,7325999.999999999,0.2518891687657431,0.45591939546599497,0.35443037974683544,0.9936102236421726,2003,kleskry01,1B
10731,137,444,49,104,19,0,18,65.0,0.0,0.0,43,50.0,7.0,4.0,0.0,4.0,28.0,1.0,119.0,105.0,2816.0,889.0,80.0,2.0,102.0,0.0,0.0,0.0,6250000.0,300000.0,8324999.999999999,399599.99999999994,8324999.999999999,0.23423423423423423,0.39864864864864863,0.30505050505050507,0.9979402677651905,2003,konerpa01,1B
10733,131,469,76,137,29,2,14,69.0,11.0,5.0,77,113.0,5.0,7.0,0.0,9.0,5.0,1.0,131.0,130.0,3384.0,91.0,234.0,9.0,15.0,0.0,0.0,0.0,3400000.0,300000.0,4528799.999999999,399599.99999999994,4528799.999999999,0.2921108742004264,0.4520255863539446,0.3932384341637011,0.9730538922155688,2003,koskico01,3B
10734,128,482,64,128,28,4,7,38.0,6.0,3.0,56,82.0,3.0,1.0,1.0,1.0,8.0,1.0,126.0,121.0,3166.0,324.0,13.0,3.0,4.0,0.0,0.0,0.0,4450000.0,300000.0,5927399.999999999,399599.99999999994,5927399.999999999,0.26556016597510373,0.38381742738589214,0.3425925925925926,0.9911764705882353,2003,kotsama01,OF
10742,70,241,39,68,16,1,2,18.0,2.0,0.0,22,32.0,0.0,1.0,1.0,0.0,7.0,1.0,60.0,58.0,1409.0,71.0,159.0,9.0,36.0,0.0,0.0,0.0,9000000.0,300000.0,11987999.999999998,399599.99999999994,11987999.999999998,0.2821576763485477,0.3817427385892116,0.3446969696969697,0.9623430962343096,2003,larkiba01,SS
10747,99,374,57,93,19,0,15,53.0,10.0,3.0,47,47.0,0.0,7.0,0.0,1.0,8.0,1.0,74.0,73.0,1929.0,133.0,4.0,1.0,0.0,0.0,0.0,0.0,6750000.0,300000.0,8990999.999999998,399599.99999999994,8990999.999999998,0.24866310160427807,0.4197860962566845,0.34265734265734266,0.9927536231884058,2003,lawtoma02,OF
10750,158,623,100,181,35,1,31,113.0,18.0,4.0,37,91.0,2.0,4.0,0.0,7.0,20.0,1.0,156.0,155.0,3986.0,307.0,8.0,7.0,1.0,0.0,0.0,0.0,4200000.0,300000.0,5594399.999999999,399599.99999999994,5594399.999999999,0.29052969502407705,0.49919743178170145,0.33084947839046197,0.9782608695652174,2003,leeca01,OF
10751,155,539,91,146,31,2,31,92.0,21.0,8.0,88,131.0,7.0,10.0,0.0,6.0,9.0,1.0,155.0,153.0,4061.0,1279.0,97.0,5.0,132.0,0.0,0.0,0.0,4250000.0,300000.0,5660999.999999999,399599.99999999994,5660999.999999999,0.27087198515769945,0.5083487940630798,0.37947122861586313,0.99637943519189,2003,leede02,1B
10754,131,508,68,159,30,1,13,81.0,0.0,0.0,38,59.0,2.0,12.0,0.0,3.0,14.0,1.0,131.0,129.0,3431.0,868.0,44.0,9.0,2.0,11.0,84.0,19.0,7250000.0,300000.0,9656999.999999998,399599.99999999994,9656999.999999998,0.31299212598425197,0.452755905511811,0.37254901960784315,0.990228013029316,2003,liebemi01,C
10758,147,568,64,155,34,2,7,52.0,0.0,2.0,44,54.0,6.0,10.0,7.0,1.0,21.0,3.0,151.0,143.0,3860.0,1182.0,112.0,16.0,28.0,6.0,83.0,57.0,2636667.0,300000.0,3512040.4439999997,399599.99999999994,3512040.4439999997,0.272887323943662,0.3767605633802817,0.33547351524879615,0.9877862595419847,2003,loducpa01,C
10761,140,486,64,119,22,2,14,61.0,4.0,1.0,31,67.0,4.0,3.0,0.0,2.0,9.0,1.0,137.0,124.0,3381.0,239.0,3.0,4.0,0.0,0.0,0.0,0.0,2175000.0,300000.0,2897099.9999999995,399599.99999999994,2897099.9999999995,0.2448559670781893,0.38477366255144035,0.29310344827586204,0.983739837398374,2003,longte01,OF
